hashtags,x,y
happyinternationalwomensday,-0.03811530733818227,-0.017205916227700613
thombrownefw21,-0.03204403933040299,-0.014904885722986263
successquotes,-0.03204403933040292,-0.014904885722967642
lifeisartmagazine,-0.03762390736682294,-0.017535590779716864
successmindset,-0.049040325889609014,0.056090838520230814
success,-0.039862591059538814,-0.01740609316665546
moneymagazine,-0.04737892869896238,0.05308355784864953
fitdad,-0.03239997502888664,-0.015282208617369963
publicrelations,-0.04804248386980715,0.04856894933587896
magazinecover,-0.03468375018743372,-0.01629170746130398
photo,-0.03204403933040231,-0.014904885723514111
magazineshoot,-0.03742125974109896,-0.017323729820832207
luxurylifestyle,-0.03204403933040329,-0.014904885723682046
newagepublicrelations,-0.03204403933040307,-0.01490488572318466
grind,-0.039773546756108655,-0.018391071491947585
firnessmotivation,-0.039773546756108655,-0.018391071491947585
lifeisart,-0.03204403933040388,-0.014904885723171635
armandperi,-0.03204403933040075,-0.014904885723247857
newagepragency,-0.03294316802106693,-0.013902601660963939
TheArtOfResilience,-0.040175849985298384,-0.008431570825279299
PerformSmart,-0.03720639567601485,-0.017009657711548894
GymsharkFamilia,-0.03204403933040327,-0.01490488572276784
Gymshark,-0.03407189833459562,-0.016089649155551885
RhinoNeck,-0.042216057351352074,0.01465538081205044
GreatBritishSwim,-0.03204403933040185,-0.014904885723459308
TheWorldsFittestBook,-0.03926661137036763,0.006920622964684577
GlobalRecyclingDay,-0.03217740351027823,-0.015046984786863518
EverySingleProduct,-0.043199710013811024,0.01776050079582419
BagYourBar,-0.035678552421504584,-0.016197480966170415
Gymshark66,-0.03825930123396207,-0.018077181246030753
DietWhey,-0.035665495641000584,-0.014513069946752036
WeMeanLean,-0.03265150568797033,-0.015531549080212433
gracias,-0.032748120281072254,-0.015642221400994718
thankyou,-0.03792379372720906,-0.016441310514736875
danki,-0.032044039330402535,-0.014904885723029383
tack,-0.03365878536954786,-0.01573255469159987
swedennext,-0.03952074275107288,-0.014023074585432773
amsterdam,-0.038986693861650885,-0.017058972542268888
family,-0.0320440393304037,-0.014904885723864168
swedenbound,-0.03621700456964524,-0.01704706437777523
bestdadintheworld,-0.037715599226933544,-0.01412363356262259
travelday,-0.03204403933040288,-0.014904885723380563
aruba,-0.03248799791850031,-0.015375557019938849
helloandgoodbye,-0.03245756679694045,-0.015344676875444439
toomuchtobear,-0.032397487575645076,-0.015281221235731684
toxicmold,-0.03416102076369721,-0.016006269630471356
magic,-0.042216057351352074,0.01465538081205044
littlemoon,-0.037547976764520034,-0.017081595239327594
lealuna,-0.0320440393304034,-0.014904885723425007
everydayisearthday,-0.036673364875319046,-0.01617641685132907
catarateando,-0.03520136110991673,-0.016453920557521526
tb,-0.03421413511311588,-0.01604902956103239
letsgo!,-0.035665495641000584,-0.014513069946752036
itsnotabaddayitsabadmoment,-0.03204403933040158,-0.014904885722816013
pisces,-0.03778774727054837,-0.017262682500644295
whereisthestage,-0.03926050678403786,-0.013908188552965611
artist,-0.035497925958608484,-0.016703197282702194
earlythirties,-0.03355066066147599,-0.015225648883370921
35,-0.03225321991960399,-0.01512698734863339
LEA,-0.03870291360243633,-0.015871786274250572
PAPPA,-0.032044039330403125,-0.014904885723311827
MAMMA,-0.03859713122971856,0.010154846647042077
whogivesashit,-0.03859713122971856,0.010154846647042077
LETGO,-0.03938739437621035,0.014704478923808674
hazmatdance,-0.03241946581851134,-0.014493360361598626
DEFUNDTHEPOLICE.,0.015661742067157036,0.014661988955633911
DEFUNDTHEPOLICE,-0.03978261804346393,0.01515653389872623
DaunteWright,-0.0400039116531213,0.017262690446626334
SWEDEN,-0.032044039330402195,-0.014904885723277137
alovestory,-0.03456150866290572,-0.015159909700243312
letitgo,-0.03741982135864684,0.014987053720267195
dramatic,-0.03204403933040278,-0.01490488572315249
letgo,-0.03451986877826596,-0.008381906566841511
soulmate,-0.048420533644184596,0.1015663408083825
hazmatfam,-0.036813889846935614,-0.014260660484215685
literally,-0.036378716431120395,0.036991379287163076
rideordie,-0.03555963699761394,-0.014934728706386699
toloveandletgo,-0.03593559156237473,-0.004944389915961015
ringo,-0.03196649422134404,-0.014920405227833977
dogspelledbackwardsisgod,-0.03495905350950079,-0.01584902388211916
crisisvacation,-0.034411121371198644,-0.015283189746307706
vacationcrisis,-0.032486722826207376,-0.015231109995185987
moldmademedoit,-0.033611832918376675,-0.015964694735516347
goodmorning,-0.04070056073174149,0.016077394557274017
lightinthedark,-0.03530359325931934,-0.01602192504707916
originaruba,-0.03596828816169521,-0.017156403504076295
dreamteam,-0.032044039330401876,-0.014904885722743899
mold,-0.03578161834011673,-0.01492008565980577
adulting,-0.03488903932295618,-0.015024255801013178
crisis,-0.03331207611626757,-0.015471067161565228
smartkid,-0.0354556009336232,-0.014964486578433859
actress,-0.036890568419647524,0.013226326303807458
life,-0.03720088004543004,-0.00923999865635328
aquariusrising,-0.03460482220944489,-0.00013802531091068924
BEYOURSELF,-0.03351319543980249,-0.016520362175778805
ariesseason,-0.03326838169136116,-0.016216178416596835
joy,-0.039641691793418615,0.01739058454302363
earthing,-0.044288425126111634,0.037181110155878626
no1fan,-0.03220696414885979,-0.015056863648481713
wtffffffff,-0.040742882167214306,0.017957092276479097
neveradullmoment,-0.03457180002576598,-0.014329623458795
4,-0.03378907842760392,-0.015377751638346211
garden,-0.03307779013121918,-0.014278616332448962
fromthefart,-0.035772676115817394,-0.009143787711743621
home,-0.03514096672979884,-0.013692085399352202
thelimitdoesnotexist,-0.034061767323690664,-0.014572159866550298
cucumberseason,-0.03223430752732272,-0.01510337633089422
ALIVE,-0.03426817979639328,-0.015082087975312908
boundaries,-0.03511595701450346,-0.010464283627620056
harvest,-0.03284443996382552,-0.013919823382401476
gardening,-0.03214356876248938,-0.014959339829028582
healing,-0.03420749264930624,-0.01699655294861873
momoftheyearawardgoestoooooo,-0.03228492909571422,-0.01513712700590163
naptime,-0.03370434671842259,-0.015465875525951439
MWHmethod,-0.036543438694349846,-0.010227445824951055
longleanlines,-0.04628101732990514,-0.04789810273199536
atheworkouts,-0.046193232752437974,-0.04769494816714961
siblings,-0.04729119944250719,-0.050209105215489915
skincare,-0.04729119944250719,-0.050209105215489915
beauty,-0.046193232752437974,-0.04769494816714961
momlife,-0.04863862787819076,-0.05118913928804459
skincarejunkie,-0.04619323275243797,-0.047694948167149614
acne,-0.04720899153893504,-0.048984321372971394
skin,-0.04729119944250719,-0.050209105215489915
mwhtransformation,-0.0476071604960773,-0.04997305007058085
thenandnow,-0.03204403933040376,-0.01490488572353108
trasnsformationtuesday,-0.046193232752437974,-0.04769494816714961
style,-0.04729119944250719,-0.050209105215489915
streetstyle,-0.04729119944250719,-0.050209105215489915
sponsored,-0.04688779036420071,-0.04923852874856881
shopbopmoves,-0.04863862787819076,-0.05118913928804459
anytimeanywhere,-0.04729119944250719,-0.050209105215489915
meditation,-0.04729119944250719,-0.050209105215489915
earthday,-0.04729119944250719,-0.050209105215489915
movingtogether,-0.03289102266518587,-0.015568228885312623
ttf,-0.04639340279073333,-0.047524859385073996
RisingUpStronger,-0.04863862787819076,-0.05118913928804459
LettersByLamise,-0.04541862133264172,-0.04592024413743126
alhamdulillahforeverything❤️,-0.04729119944250719,-0.050209105215489915
MyHabeebzy,-0.04729119944250719,-0.050209105215489915
MashAllah,-0.04729119944250719,-0.050209105215489915
AlhamdulilahForEverything,-0.04729119944250719,-0.050209105215489915
LettersbyLamise,-0.04729119944250719,-0.050209105215489915
loveyourself💕,-0.04628101732990514,-0.04789810273199536
perfectlyimperfect,-0.04729119944250719,-0.050209105215489915
alhamdulillah,-0.04729119944250719,-0.050209105215489915
anahata,-0.038340032857128434,-0.024103118655369817
AloEmpowerHer,-0.045923352618254434,-0.046922788993960345
whereittakesyou,-0.04729119944250719,-0.050209105215489915
mysoulsanctuary,-0.04729119944250719,-0.050209105215489915
ShareYourSpot,-0.03447614815598453,-0.018484963504147117
catmeffanyoga,-0.03240845515918666,-0.015301549996846372
attitudeofgratitude,-0.03204403933040298,-0.014904885722796196
prgift,-0.035050459366210235,-0.019259739762435644
happyearthday,-0.03204403933040286,-0.014904885723381384
wearenature,-0.03302194645323063,-0.015268959705236843
motherearth,-0.03336504461557076,-0.016693801955854556
loveyourmother,-0.03247371217910129,-0.015374396443389855
bethechange,-0.03384762826571056,-0.01756443848721919
protectourplanet,-0.032044039330403555,-0.014904885723022725
bohobeautiful,-0.032230831345623843,-0.015134211211928811
protectouroceans,-0.03171496115324836,-0.014564756363584683
pachamama,-0.03453960444675898,-0.017881079232606706
yogaprogram,-0.0411813660284505,0.004874544937285898
raiseyourvibration,-0.034622710535226656,-0.01985457899568444
flashsale,-0.03408013598122555,-0.017312331934024202
yogaeveryday,-0.03827392953030678,-0.02690737989039953
bohobeautifulyoga,-0.03408013598122555,-0.017312331934024202
selflove,-0.03432834267873857,-0.01683311914791653
yogisofinstagram,-0.03238001842758559,-0.01526138118859176
seizethemoment,-0.03398648731409789,-0.017256286074092415
beginagain,-0.03907778707424912,-0.019064602524118672
thejourneyoflife,-0.039138149843695076,-0.026197841876767047
contest,-0.032044039330401994,-0.01490488572378399
givewaways,-0.03578784470709377,-0.021959692140440128
homeyoga,-0.03578784470709377,-0.021959692140440128
bohobeautifullife,-0.03810370335125995,-0.023819901594959034
giveaway,-0.03810370335125995,-0.023819901594959034
bohobeautifulcomplete,-0.03810370335125995,-0.023819901594959034
loveandlight,-0.03366532058763371,-0.016823017741811025
liveyourbestlife,-0.03810370335125995,-0.023819901594959034
reflection,-0.03810370335125995,-0.023819901594959034
beachbaby,-0.032044039330402604,-0.014904885722647955
newparents,-0.03810370335125995,-0.023819901594959034
costarica,-0.03810370335125995,-0.023819901594959034
digitalnomads,-0.032044039330401244,-0.014904885723269704
newmonth,-0.03827392953030678,-0.02690737989039953
newbalance,-0.03238001842758559,-0.01526138118859176
freshbodyfitmind,-0.0355344907580249,-0.01872749106861928
warmup,-0.04177624267805304,-0.028554461936991894
preworkout,-0.038283907423775076,-0.023266213435199634
sprinting,-0.03707394927184679,-0.021646306963493837
trackworkout,-0.038283907423775076,-0.023266213435199634
mobilityworkout,-0.038283907423775076,-0.023266213435199634
yogaclass,-0.04177624267805304,-0.028554461936991894
relaxingyoga,-0.032044039330403576,-0.014904885723218544
realtimeyoga,-0.038283907423775076,-0.023266213435199634
chairworkout,-0.038283907423775076,-0.023266213435199634
seasons,-0.03707394927184679,-0.021646306963493837
summerorwinter,-0.038283907423775076,-0.023266213435199634
activeescapes,-0.038283907423775076,-0.023266213435199634
runningwarmup,-0.04177624267805304,-0.028554461936991894
anteriorobliquesling,-0.038283907423775076,-0.023266213435199634
unilateraltraining,-0.04177624267805304,-0.028554461936991894
hipstretches,-0.038283907423775076,-0.023266213435199634
tighthips,-0.04177624267805304,-0.028554461936991894
cantkeepmedown,-0.03953415990986928,-0.02431484685833115
ohdear,-0.038283907423775076,-0.023266213435199634
trackandfield,-0.038283907423775076,-0.023266213435199634
longjump,-0.03272311786326155,-0.015635476719386622
beginnerhandstand,-0.03250118110456705,-0.015394421679314868
handstandtutorial,-0.032610213677639346,-0.015510161497461917
"AloEmpowerHer,",-0.032044039330402584,-0.014904885723913835
relationshipgoals,-0.03227934002055962,-0.015155090943056978
acroyoga,-0.03230626629223893,-0.015193986039221083
soulmates,-0.033360320244986155,-0.016116849847683284
couplegoals,-0.033335919801391445,-0.016317092902568702
OnlyTheAvatars,-0.032044039330402334,-0.014904885723458976
RastaYogi,-0.03317212957875008,-0.01614886274827294
OnlyTheAvatar,-0.03342059053245096,-0.016420922780086236
training,-0.03942181112377605,-0.025743557261806122
calisthenics,-0.03342059053245096,-0.016420922780086236
GotIt,-0.033216638889438016,-0.01619650381653437
bachata,-0.03286825149673651,-0.015814446105303394
brunchdate,-0.032044039330403666,-0.014904885723104408
LiveHealthyNOW,-0.03204403933040387,-0.014904885722510686
fun,-0.0329274272085344,-0.01573657959515023
lunchdate,-0.033257421781909303,-0.01594231265274745
funny,-0.03309880186427666,-0.015866532967397214
travel,-0.03301504597704992,-0.01617852070947714
Tulum,-0.03239104794980876,-0.015239329039321991
vacation,-0.034656850083406764,-0.007808667119956671
gymlife,-0.03257526691292675,-0.015363092028832676
gainz,-0.0345227631096896,-0.008536895364490763
fitcouple,-0.03266721950355095,-0.015299095034199458
StrengthRedefined,-0.032044039330402965,-0.014904885723058687
MuscleTechPartner,-0.033378225600585676,-0.01594461121190818
beautifulnature,-0.032307569880257465,-0.014975888393833852
purlingbrookfalls,-0.03328914210298317,-0.015934440714474307
naturelover,-0.03305896475479336,-0.014354315251353418
waterfalls,-0.03274040394393373,-0.015191868739777742
bendyyogis,-0.03256816375055124,-0.015417256025263174
yogavideo,-0.03213661376237637,-0.015002765817732409
ibendsoidontbreak,-0.03237460391797996,-0.015258736985595173
aloyoga,-0.033159227402705285,-0.015764255151080785
babycrow,-0.03213884102618828,-0.01496631249528331
crowpose,-0.03303091479294656,-0.01563251438482001
AloAnimalsOfTheWild,-0.033880738903012776,-0.016514310810095828
alochallenge,-0.03342682477870201,-0.0158548622684226
pigeonpose,-0.032579243799647835,-0.015462774691097263
alochallenge⁣,-0.03388311785718919,-0.016294548602741734
pincha,-0.0326966115005695,-0.01540759714529474
camelpose,-0.032423378629359255,-0.01514450162809742
yogateacher,-0.032044039330403826,-0.01490488572294637
virtualyoga,-0.03238224143807399,-0.015114168692940784
yogalife,-0.03313192495246019,-0.015164385051062311
200hrytt,-0.032126761378144256,-0.014858820610311517
chooseunion,-0.03635668278423247,0.027562538552662632
yogashanti,-0.0338385944079075,-0.016259534895598164
rodneyyeeyoga,-0.03255083346205615,-0.015324844385577883
namaste,-0.032044039330403444,-0.014904885722594428
photooftheday,-0.032352905165020734,-0.014634715703797879
yogi,-0.03278784519016174,-0.01553586980851342
ytt,-0.03254257744367971,-0.015392279846515144
yogaforlife,-0.03464884885664921,0.02480036378594129
linkinbio,-0.033493968479650506,-0.01584648884891048
livestreamteachertraining,-0.03328285803898463,-0.015723622733855126
yogalove,-0.03271668783414441,-0.015562004932561584
colleensaidman,-0.032794502041013224,-0.015398352872647243
yogaeverydamnday,-0.03282737927164122,-0.015451320074982575
pranayama,-0.03229085328200113,-0.01516615179709515
yogaposeoftheday,-0.03269724059427662,-0.015545283782034075
onlineyogateacher,-0.032220437456526405,-0.014772082186556635
95thbirthday,-0.03573354999828671,-0.0104785119206258
partylikeitsyourbirthday,-0.03358615380979374,-0.016128955265346162
happybirthday,-0.033394693237887046,-0.01597001293339794
dadsofinstagram,-0.03295027985431391,-0.015440098400551461
familytime,-0.03270510489778514,-0.015604474622853935
celebration,-0.033433932879948565,-0.014908933309826013
sweet,-0.033420870517815435,-0.013737260049691608
birthdaylove,-0.03371663066146859,-0.016304875626286883
italy,-0.034054205019789174,-0.015577980475109788
dad,-0.03331399110200167,-0.015725937781207754
fatherdaughter,-0.033191748343827224,-0.016139691964474366
lifelessons,-0.03357063548052192,-0.0158721904938676
bday,-0.0336538995789595,-0.016106561970538148
twopostsoneday,-0.03374996766838082,-0.016631030125870222
treepose,-0.03288956142298318,-0.01397301430187284
gratitude,-0.033605537344827255,-0.016456036382509382
earthmonth,-0.033191748343827224,-0.016139691964474366
feetintheearth,-0.032702700318240144,-0.015206588900508482
vrksasana,-0.03374039409058482,-0.015304680339718236
earthweek,-0.03293784336771662,-0.015869157148121284
loveplanetearth,-0.036456689744636755,0.038060105280562175
earthdayiseveryday,-0.03373572976379736,-0.016483357220647882
planetearth,-0.033895284001266686,-0.016525658249006286
groundingenergy,-0.03341958502586254,-0.01585626489747131
lieontheearth,-0.033095555343666705,-0.01406952858209974
loveyourmother🌎,-0.033378339210242434,-0.016316399427644894
yogaoffthemat,-0.03327235124615809,-0.016120246773076212
april2021,-0.032462088447257904,-0.015363161511236418
colleensaidmanyee,-0.033379829178668226,-0.016204506424017592
donnakaran,-0.036456689744636755,0.038060105280562175
urbanzenintegrativetherapy,-0.0327742298420904,-0.015618370353138917
integrativehealth,-0.0335517306819792,-0.01618100037906352
essentialoils,-0.032804812538738654,-0.015727345163461696
integrativemedicine,-0.03324402995675712,-0.016170559946875274
reiki,-0.03278116307430113,-0.015500042362082037
uzit,-0.033338015355511806,-0.015978395756050895
caregivers,-0.0334721407279658,-0.016278434054223516
restorativeyoga,-0.03274255511824054,-0.014758074803695505
coffeeproject,-0.03357441979814805,-0.016321410714144224
hero,-0.033379829178668226,-0.016204506424017592
coffeesuggestions,-0.033685246357916844,-0.016328131714315273
coffeelover,-0.032044039330402736,-0.014904885723114488
beyourownhero,-0.032044039330402736,-0.014904885723195817
beahero,-0.034273008907079246,-0.016795919120665633
favoritemug,-0.03482020773499137,-0.015741666915124363
yogilife,-0.048618247659461766,0.08755802564701003
commentbelow,-0.034273008907079246,-0.016795919120665633
favoritethings,-0.03434681807863493,-0.014024234117878584
happyeaster,-0.033948053094694335,-0.016808226692028357
spring2021,-0.03204403933040186,-0.014904885723391015
famliyfirst,-0.034273008907079246,-0.016795919120665633
easteregghunt,-0.032583744027968445,-0.015088179810510386
bunnyweekend,-0.03204403933040405,-0.014904885722814513
easter2021,-0.03306780948834442,-0.016083233910640884
happydays,-0.033340938619003994,-0.015988021577786605
eastersunday,-0.033556544927688926,-0.016427166302487244
easterbunny,-0.034273008907079246,-0.016795919120665633
getonyourmat,-0.032173759166063236,-0.014376508050058778
hoplikeabunny,-0.032583744027968445,-0.015088179810510386
easteryoga,-0.03434681807863477,-0.014024234117671916
sundayyoga,-0.03434681807863472,-0.014024234117751591
morningyoga,-0.03204403933040276,-0.014904885722643839
pajamaset,-0.034273008907079246,-0.016795919120665633
outfitoftheday,-0.03246123823319219,-0.015423244148817239
monkeypose,-0.03570949437354199,-0.007092633416894931
pajamasallday,-0.03217643096558835,-0.014962766506575019
sagharbor,-0.03227481278693081,-0.015148724382788676
newblog,-0.03634268733843491,0.00895126163124015
copingwithchange,-0.03289996192549188,-0.015613787474422923
yogafordays,-0.03362561092130342,-0.01583740512940606
pajamas,-0.03587794786247093,0.003238455891009165
havenwellwithin,-0.03204403933040272,-0.014904885723201984
ınstagood,-0.035331275341646894,0.0133278828153953
hanumanasana,-0.032945930461909134,-0.01571991090181454
bettersleepbetteryou,-0.033948053094694335,-0.016808226692028357
sleepbetterlivebetter,-0.03426915346327426,-0.013145001115813916
sleepbetterwithcbd,-0.033963482979347766,-0.012709069302013654
sleeptipsandtricks,-0.03300900281755457,-0.01525261599145824
sweetdreams,-0.03204403933040369,-0.014904885723193928
handsdowntoesup,-0.03204403933040392,-0.014904885722681055
ahimsa,-0.0320440393304041,-0.014904885722490597
spreadkindness,-0.03646706327577476,-0.026343488554088263
donate,-0.032895206757913714,-0.015896606453596713
volunteer,-0.03219414484155094,-0.01369581688366765
antiasianracism,-0.051224063217433335,0.18373006991236482
stopasianhate,-0.05796792643279439,0.2603449312796892
stopaapihate,-0.05796792643279439,0.2603449312796892
hateisavirus,-0.05796792643279439,0.2603449312796892
spreadlove,-0.05796792643279439,0.2603449312796892
bekind,-0.03314839702224463,-0.01611220318601882
stpatricksday,-0.03314839702224463,-0.01611220318601882
irishjig,-0.03314839702224463,-0.01611220318601882
whenirisheyesaresmiling,-0.03204403933040106,-0.01490488572316787
yogateachers,-0.032044039330403555,-0.01490488572371123
shamrocks,-0.03262833293902524,-0.015534717896133261
irishgirl,-0.032846567581078595,-0.01578418944429742
armbalance,-0.032556324635674504,-0.015458137332519972
onlineyoga,-0.0327119115441532,-0.015624068534385175
yogaforhips,-0.0320440393304031,-0.01490488572240459
knowyourworth,-0.03171496115324836,-0.014564756363584683
quotestoliveby,-0.03260567383778115,-0.015513562896256062
knowyouareenough,-0.033319010970215,-0.0162859091578556
yogalifestyle,-0.043593643262523796,-0.027002870151122398
yogadaily,-0.043593643262523796,-0.027002870151122398
mantrasundays,-0.043593643262523796,-0.027002870151122398
peleton,-0.043593643262523796,-0.027002870151122398
colleensaidmanyeeyoga,-0.043593643262523796,-0.027002870151122398
happiness,-0.043593643262523796,-0.027002870151122398
girlboss,-0.04337187963602336,-0.026815091792887942
bodylove,-0.043593643262523796,-0.027002870151122398
mindfulness,-0.043593643262523796,-0.027002870151122398
confidence,-0.041907749110744186,-0.025266182876512524
selfworth,-0.032044039330402875,-0.014904885723068514
loveyourself,-0.043593643262523796,-0.027002870151122398
practicemakesprogress,-0.043593643262523796,-0.027002870151122398
yogareplay,-0.043593643262523796,-0.027002870151122398
sisterbonds,-0.043593643262523796,-0.027002870151122398
sistersister,-0.043593643262523796,-0.027002870151122398
marthasvineyard,-0.04540326728452729,-0.029866130227346688
yogacouple,-0.043593643262523796,-0.027002870151122398
getaway,-0.0320440393304023,-0.014904885723646516
newengland,-0.043593643262523796,-0.027002870151122398
visitmassachusetts,-0.03223614231591681,-0.015151664400317313
capecod,-0.043593643262523796,-0.027002870151122398
scooters,-0.043593643262523796,-0.027002870151122398
vacationmode,-0.032852116958497365,-0.01565496229088391
marthasvineyardlife,-0.043593643262523796,-0.027002870151122398
travelgram,-0.043593643262523796,-0.027002870151122398
nohairdontcare,-0.043593643262523796,-0.027002870151122398
whenim64,-0.043593643262523796,-0.027002870151122398
newman,-0.043593643262523796,-0.027002870151122398
willyoustillneedmewhenim64,-0.03239607869855898,-0.01528900021867455
loveislove,-0.032044039330402854,-0.014904885721901732
birthdaypresent,-0.032044039330403194,-0.01490488572258657
whodis,-0.032044039330403354,-0.014904885723345208
birthdayweek,-0.03646706327577476,-0.026343488554088263
64,-0.03204403933040311,-0.014904885723461022
bald,-0.03365756114041301,-0.016699573345577107
birthdayparty,-0.03365756114041301,-0.016699573345577107
picoftheday,-0.03322066504436846,-0.016213653791463074
haircut,-0.03365756114041301,-0.016699573345577107
rodneyyee,-0.03365756114041301,-0.016699573345577107
trapyoga,-0.033477464610401034,-0.01649659007009339
selfcareis,-0.03306802829410177,-0.016044487343411885
ratchetaffirmations,-0.03227481278692539,-0.015148724397447659
trapyogabae,-0.03266564797107501,-0.01555695684410465
blackyogi,-0.03266564797107501,-0.01555695684410465
twerking,-0.03565901198070724,-0.0005198156565265233
makeit,-0.032147366643866866,-0.015001571966907459
traptribe,-0.03942181112377605,-0.025743557261806122
hiphop,-0.03227481278692539,-0.015148724397447624
blackgirlyoga,-0.0339131657469889,-0.016217247826846696
trapmusic,-0.04276343822939537,0.07502257347610526
mybeautifulasslife,0.04487219013998143,0.0732648287520985
youCAN,0.04482758712635852,0.07370574476825176
trapyogabaepresents,-0.035074449187484244,-0.018843963649700306
resilient,-0.035451824078254784,0.009743965937102248
blackgirlswhoyoga,-0.039094237791568634,0.04087711157071093
mindsetcoach,-0.032052417194017545,-0.014821189924210927
blackwomenwhoyoga,-0.0322046507407084,-0.015009127947501843
TruthBomb,-0.03218496209937363,-0.015098743425640219
lifestyles,-0.03237578060822957,-0.014826794107896057
mindsetshift,-0.03410444159895247,0.003128834005447926
TRAPspriation,-0.033438359593069525,-0.007453566369569573
TRAPspiration,-0.0321887284700016,-0.014940832171342221
blackgirlmagic,-0.04162090250992559,0.06016824460464708
ganggang,-0.035074449187484244,-0.018843963649700306
blackgirlsyoga,-0.03217240208370387,-0.015039964583926486
podcast,-0.032127192753049094,-0.014888112043739946
dojacat,-0.04030628180339549,0.04773737709667821
saweetie,-0.0431784410966658,0.06539806665003801
bestfriend,-0.0377737795880198,0.021432993626538093
neatup247,-0.04088307109848781,0.05071473306389075
excuses😅,-0.0326758379902604,-0.0142611511354599
50,-0.034714338956553854,0.012397538141290828
softbellychronicles,-0.0324087680221496,-0.015291068183606229
MindOverMuscle,-0.035855014707429106,-0.02048223756399726
underarmourambassador,-0.03232602044843644,-0.015204070360398335
vertuecrew,-0.03731070208750619,0.02082917427861384
vertuemethod,-0.03330956239709386,-0.014096644704679659
betterreadthandead,-0.03232602044843628,-0.015204070360428297
vertuebookclub,-0.051151026972669274,0.08788956156026441
curlyhair,-0.04570881450974402,0.0008519117931404871
stopburningtheshitoutofyourhair,-0.048290573695686116,0.06893992143528875
curlsgetthegirls,-0.04238584968305076,-0.002305267316642836
TheOnlyWayIsThrough,-0.050105130771840846,0.040779750185145305
SameGameDifferentLevels,-0.04715627651407461,0.029314751292811178
SameHellDifferentDevils,-0.046821203702282814,0.06294548124907927
IronParadise,-0.04876840570034099,0.027003956279422328
tequilaofthepeople,-0.05482715656305829,0.08748612408210854
mixesgreatwithanesthesia,-0.051528997051087266,0.07533259995230683
teremana,-0.050105130771840846,0.040779750185145305
TeremanaKaraoke,-0.034407880790689564,-0.0061596820243025934
teremanatuesday,-0.05067207798342837,0.03529323707484843
BreakOfDawnBoys,-0.042318886450863374,0.02174266214558023
RockAndRay,-0.05023480167338417,0.0578868610601447
HardestWorkersInTheRoom,-0.040791168191944324,0.0011233435353195825
YoungRock,-0.04844335381317926,0.03576964374087708
rage,-0.0426418356062297,-0.0021605340147786687
piper,-0.042334231075740456,-0.005165556853087959
gamechanger,-0.035524934965759127,-0.012531041411735807
StrengthAndConditioningCoach,-0.04974766336354713,0.08039225662281674
BlackAdamReady💪🏾⚡️,-0.04587473690432974,0.027029051651767503
TheMaster,-0.0412271949199522,-0.006417169060157439
DaveRienzi,-0.04134946096116193,0.007142898324540806
zoa,-0.035299885264770466,-0.013857377692523477
founder,-0.04469023584556168,0.03848351376754132
GuacOnTheRock,-0.04236733093730504,-0.005085531397852977
BackOnTheirFeet,-0.04282501626416242,-0.008741575485995398
TeremanaTequila,-0.03891046639771606,-0.007871119438622632
UFC261,-0.04450875055651445,-0.0005314313560197525
AndSTILL,-0.0448367394806507,-0.005367260117773851
ppv,-0.06564131763341624,0.1659779923451962
AndNew....,-0.03908239918050078,0.00829872771941338
espn+,-0.0398981528106062,0.03445389448402269
artisansatwork,-0.04663843298515449,0.03948792707856635
teremanadistillery,-0.04133846979164227,-0.009214067974668798
copperstills,-0.052744596269813336,0.051432036201233725
craftsmanship,-0.047483145271789345,0.07004071196346211
tequillaofthepeople,-0.03802150322538249,0.029398448826664703
sevenbuckscompanies,-0.04134946096116193,0.007142898324540806
bahr👁,-0.03786751035017563,-0.013005248970689892
lasry,-0.051203085710132074,0.04917541012562712
cmo,-0.03998172813141239,-0.007320979685566609
teremanatalk,-0.045436801952476596,0.030809889776217344
SevenBucksCompanies,-0.038721260202469576,-0.010216619810700775
gunslinginggoodtimes,-0.03576392363187534,-0.011435663144974694
ItsOn,-0.06274748375434336,0.1395763054145436
finishstrong,-0.03641828450661151,-0.01355236822221251
risetocrescendo,-0.045397801124521554,0.07747742358931713
bestbirthdayever,-0.04625054959710419,0.0252839050216817
ohana,-0.04221180573033008,-0.008171421518715298
aquabirthday,-0.040782261888183215,-0.00969632290659918
tia🌺,-0.03839088519407022,-0.008466659856283804
aquamanobsessed☺️,-0.04036265023065426,-0.010342546748162217
dontsleeponmydrawingskills,-0.04581475269661955,0.037777714602321655
happybirthdaytia💝,-0.04341834649192622,-0.00491086626350764
HesPrettyCool,-0.0377417800802834,-0.01273068566201083
AquaMan,-0.04698473016867287,0.028025531160865855
HappyBirthdayTiaG,-0.040596347377236205,-0.007746055053100069
GameChanger,-0.0437637259200315,-0.0046284783534442835
StoneColdSteveAustin💀,-0.04280769834068944,-0.004416603911055422
my💝,-0.04482518847686535,0.026813743828422422
thisis3,-0.037089235909708675,-0.01090768868019213
ZOAenergy,-0.04355812913156836,-0.008019908060339084
bumaye,-0.05311484202721238,0.08730539140251013
DoNotGoGentle,-0.03885127239466033,-0.005314038743919636
darknessonmyback,-0.043493705866413476,0.030754709820566665
BlackAdam⚡️,-0.03747810877971625,0.009597928226871038
blackadam⚡️,-0.04780441263041889,0.04314886176452617
maninblack,-0.03859225993510214,-0.012221178409597796
1MillionBucks,-0.03752479561319201,-0.013646743813327106
